LR_minmax_corr_stk,KNN_minmax_corr_stk,SVR_sigmoid_corr_stk,SVR_linear_corr_stk,CB_minmax_corr_stk,Ridge_minmax_corr_stk,ET_minmax_corr_stk,XGB_minmax_corr_stk,Lasso_minmax_corr_stk,GB_minmax_corr_stk,SVR_poly_corr_stk,HGB_minmax_corr_stk,DT_minmax_corr_stk,RF_minmax_corr_stk,MLP_minmax_corr_stk,AB_minmax_corr_stk,LGBM_minmax_corr_stk,SVR_rbf_corr_stk,Elastic_minmax_corr_stk,LR_minmax_stk,KNN_minmax_stk,SVR_sigmoid_stk,SVR_linear_stk,CB_minmax_stk,Ridge_minmax_stk,ET_minmax_stk,XGB_minmax_stk,Lasso_minmax_stk,GB_minmax_stk,SVR_poly_stk,HGB_minmax_stk,DT_minmax_stk,RF_minmax_stk,MLP_minmax_stk,AB_minmax_stk,LGBM_minmax_stk,SVR_rbf_stk,Elastic_minmax_stk,Current density
4.42142256854358,2.62604583587056,4.97937138993371,4.7929842504487,4.0105981400015,4.53607478103084,3.11757356294597,3.53977704048157,4.46795515945923,3.16452846733077,4.64772558762033,3.67851383579027,3.75410264555175,3.23139727027755,2.7494269359541,4.79568128359398,4.74493181705475,3.38745782145763,4.490061466497,1.46841580086149,2.07944154167984,4.68111004306669,4.16361056709839,4.43523354002667,4.03910177472976,3.141800789384,4.99178743362427,3.87370858767894,4.5929235386463,4.51991848785795,3.85861676262966,4.23410650459726,3.4811217321331,3.62481406401406,3.59664858108314,4.74493181705475,4.19390800534961,4.1787470889081,3.29583686600433
3.98926892311953,4.64439089914137,4.25863161655084,4.42775493117987,4.64439106490285,4.16805587143912,4.77978729553673,4.83093738555908,4.10211841276231,4.7803822187732,4.42041244051223,4.64439089991973,4.93774975799798,4.88921075438774,4.7379563524915,4.68408161672727,4.67053318023682,4.74444149201606,4.09866329972426,3.78607096232703,4.64439089914137,4.39491927076783,4.5312359389349,4.64721788502237,4.38179737112706,4.64439089914137,5.04946517944336,4.37686953323143,4.6850532857723,4.34088524598611,4.64439098097044,4.64439089914137,4.8406717507775,4.75090552085778,4.95103785866565,4.67053318023682,4.53247125820469,4.51845410956077,5.08140436498446
4.63948233385633,3.57849321986126,5.05229362992565,4.81117140422023,4.09877925907888,4.66036093592899,3.73573445001887,3.57099676132202,4.70109097949287,3.83204815794297,4.65090681133968,3.32260038659289,3.29583686600433,3.53040427565256,3.35371661889057,3.44322783654543,4.79561495780945,3.53539511378394,4.65956534496597,2.8291230441008,3.29583686600433,3.21890097686153,4.61294797122456,4.17389487772069,4.63026223800466,4.08927791260764,4.45792245864868,4.61546208795306,5.02465022922836,4.57995677164355,4.42584689103371,3.29583686600433,3.39409751303173,4.41619361175345,3.29583686600433,4.79561495780945,4.60183128052269,4.59006474000262,2.07944154167984
4.35285153836198,5.40660369463069,4.84092186716408,5.09766572061005,5.43732984547299,4.63768773230104,5.23731363779948,5.28609371185303,4.60569973168319,5.21148428672495,5.31796399401096,5.30585955970089,4.15956775365992,4.82569517713473,5.13416193266333,4.97714274692958,4.64283321301142,4.82509167806497,4.59780050814648,5.52362318183841,5.94803498918065,4.89868028455817,4.96653058700163,5.03097822339355,4.76180049752623,5.10950483369058,4.95762014389038,4.78254481861543,4.75244116871391,4.98547407251689,5.45904480159677,4.969813299576,4.94309243679059,4.34223236826019,4.95103785866565,4.64283321301142,4.9643497898554,4.66371973807488,5.74620319054015
4.04824366774162,5.08140436498446,4.25863161655084,4.42775493117987,5.08140421320077,4.21606567625026,5.11019364419026,5.12643146514893,4.1595300971365,5.19064302918975,4.42041244051223,5.08140436481182,5.08140436498446,5.07029142434175,4.93972991932044,5.11307433484115,4.68874206145604,4.98171466327822,4.15278736870704,3.85203321593026,5.08140436498446,4.39491927591907,4.53123035235615,5.0811777614952,4.43816365129604,5.08140436498446,5.11990833282471,4.44714100447315,4.86287383237519,4.34088524591589,5.06818556123136,5.08140436498446,5.04806554305634,5.12529104795482,5.04923273441267,4.68874206145604,4.53237351732523,4.57013867399264,4.64439089914137
4.67971782575585,5.5214289168382,5.08343466658977,4.93845940290437,4.79084335282237,4.65721007228212,4.41822224110579,4.67420482635498,4.64733995615989,5.0477396114149,4.79835567666847,4.48237959950825,5.02431315910118,4.92284369358285,3.78742709349191,5.0998664278242,4.67880827188492,4.36768299034026,4.6576449721062,5.79656164903882,5.0998664278242,5.34486488068347,5.10905866586207,5.0202827118985,5.0685843742012,4.74992986568443,4.82303094863892,5.1226757532984,4.68311539978293,4.99444111469539,4.57132051260793,4.36594021786002,4.85178469142021,4.48484757110666,4.86767965244342,4.67880827188492,5.10662279021163,4.96817917871735,4.88280192258637
5.29102478517105,5.45271186446939,5.2036858922342,5.20338295847423,5.45271182039561,5.16678745424308,5.45271186446939,5.41565561294556,5.26521353536278,5.43823404043784,5.40369388016399,5.45271185959045,5.37884411526445,5.45271186446939,5.47205065793391,5.30330490805908,4.66588515043259,5.40332871759896,5.24207172797738,4.95508770341447,5.30330490805908,4.46517525692685,5.20366211586574,5.45240597157927,5.13308749049509,5.45271186446939,5.13198232650757,5.17919665987051,4.91304028808914,5.21102620348342,5.44866767502916,5.45271186446939,5.05917848369905,5.4618114400612,5.16077976559382,4.66588515043259,5.20316592189141,5.04820821270639,5.19295685089021
4.32630652931703,3.41218683502154,4.44711956145972,4.62499979359041,3.41218686272621,4.39331151778729,3.41218683502154,3.40998911857605,4.36932486598453,3.41007872049811,4.59443348702494,3.41218683743793,3.41218683502154,3.60355379555644,3.60509054414769,3.50441770805234,4.72855504353841,3.78898876370177,4.36497613055025,3.41186804418729,3.68887945411394,3.58894778179097,3.78865257587053,3.41219459754769,3.81617482525419,3.41218683502154,3.43336749076843,3.70217100523827,4.2546624882799,4.45737878423373,3.41223112120554,3.41218683502154,3.97011388257285,3.42459594475897,3.57820240647698,4.72855504353841,3.81104081972777,4.04414625368976,3.68887945411394
4.32630652931703,3.41218683502154,4.44711956145972,4.62499979359041,3.41218686272621,4.39331151778729,3.41218683502154,3.40998911857605,4.36932486598453,3.41007872049811,4.59443348702494,3.41218683743793,3.41218683502154,3.60355379555644,3.60509054414769,3.50441770805234,4.72855504353841,3.78898876370177,4.36497613055025,3.41186804418729,3.68887945411394,3.58894778179097,3.78865257587053,3.41219459754769,3.81617482525419,3.41218683502154,3.43336749076843,3.70217100523827,4.2546624882799,4.45737878423373,3.41223112120554,3.41218683502154,3.97011388257285,3.42459594475897,3.57820240647698,4.72855504353841,3.81104081972777,4.04414625368976,3.68887945411394
3.92692896906131,4.86289763206292,4.24638576980682,4.45193254051419,4.64855407130947,4.15693939821205,4.73473358662132,4.66669607162476,4.07675731741729,4.23156346698017,4.4201365747311,4.35366846932525,4.36594021786002,5.00823657570588,4.40925976026343,4.78234809377187,4.66429549455643,4.62911953123488,4.07459633844555,3.18801874428814,5.08140436498446,4.46644591485485,4.55676056968958,4.98859946395793,4.34230423742349,4.69295895213375,4.86345195770264,4.34825973508466,4.65830269432459,4.33275966805431,4.09905186102807,5.366126859943,4.82388692506809,4.25934898415693,4.8241413156599,4.66429549455643,4.55904807185877,4.50343287152905,5.23110861685459
