LR_minmax_stk,KNN_minmax_stk,SVR_sigmoid_stk,SVR_linear_stk,CB_minmax_stk,Ridge_minmax_stk,ET_minmax_stk,XGB_minmax_stk,Lasso_minmax_stk,GB_minmax_stk,SVR_poly_stk,HGB_minmax_stk,DT_minmax_stk,RF_minmax_stk,MLP_minmax_stk,AB_minmax_stk,LGBM_minmax_stk,SVR_rbf_stk,Elastic_minmax_stk,H2 production rate,LR_minmax_fi_stk,KNN_minmax_fi_stk,SVR_sigmoid_fi_stk,SVR_linear_fi_stk,CB_minmax_fi_stk,Ridge_minmax_fi_stk,ET_minmax_fi_stk,XGB_minmax_fi_stk,Lasso_minmax_fi_stk,GB_minmax_fi_stk,SVR_poly_fi_stk,HGB_minmax_fi_stk,DT_minmax_fi_stk,RF_minmax_fi_stk,MLP_minmax_fi_stk,AB_minmax_fi_stk,LGBM_minmax_fi_stk,SVR_rbf_fi_stk,Elastic_minmax_fi_stk
0.487759163181883,0.553249478169115,0.396560909364473,0.403067479746491,0.183757523775344,0.478171638252555,0.411779600397401,-0.0951717495918273,0.456146218881062,0.0813421340676704,0.334623641239209,0.0167824352597419,0.0861776962410523,0.477916367319355,0.309537516888834,0.244331993539161,0.458490602723095,0.330550358163304,0.435479312846292,0.048790164169432,0.163718984088763,0.048790164169432,0.413801045472785,0.390944812806358,0.074980456486372,0.419973450921937,0.078377054977728,0.106780499219894,0.502625157955012,0.116711806096553,0.326626206629071,0.0487176147393122,0.048790164169432,0.135614514259973,0.441236476824964,0.286763876707914,0.508071176434668,0.319013874730654,0.458052821041278
0.567600694445557,0.532290892864461,0.393268940813514,0.412074871614178,0.0822734909606581,0.515575231581107,0.0674839302052421,0.0613161921501159,0.527795932891843,0.0870896885907149,0.386040622950758,0.0727636094365583,0.0861776962410523,0.218471461132083,0.456673269892405,0.345587390585891,0.237360433388387,0.406332806894793,0.490978630242342,0.048790164169432,0.171519431639518,0.122217632724249,0.413798502081957,0.387822321924929,0.237973815139307,0.404391475590912,0.150772537585364,0.224322497844696,0.502625157955012,0.204205389655128,0.324568478075574,0.122336600660346,0.122217632724249,0.223209584912239,0.425588455248036,0.303348969622954,0.403064466814214,0.465517581083602,0.458052821041278
0.292449099582815,1.09861228866811,0.403480522264842,0.358947800324681,1.02816699143968,0.342011209806466,1.09861228866811,1.06451833248138,0.405726653040668,1.10983342396538,0.311565094631612,1.10120905933594,1.09861228866811,0.823764347214956,1.15361315985021,0.717281574941656,0.350375803245756,0.746708256629802,0.365855234417774,0.916290731874155,0.165395740827683,1.09861228866811,0.37759118174082,0.353107081661332,1.05540566689932,0.359774697019039,0.988689010046714,1.00431442260742,0.487134076388856,1.00837368025476,0.278306355303057,0.832424521985036,1.09861228866811,0.859531141778919,0.399118581605062,0.752712055363421,0.377244276055457,0.452419754017098,0.432838137158601
0.297508432737124,0.490200425561406,0.417046316047669,0.363115786240219,0.678223962663431,0.349566159841249,0.872416507412441,0.697778880596161,0.402791658452589,0.610981353035796,0.315020212572576,1.11530103833736,0.737381504553749,0.616453480243205,0.657835068769874,0.647846269345014,0.562894766076233,0.576446098213024,0.360706764110092,0.993251773010283,0.151214243360835,0.377274395018486,0.377593843186876,0.35725460984279,0.614891204082067,0.368709073062286,0.692481011084357,0.717783927917481,0.485759772082853,0.687361665261959,0.282752625208013,0.926114814988928,0.737381504553749,0.651179219895401,0.413416585486254,0.630291923214314,0.436541474919234,0.264994307466292,0.430601195310063
0.614290757131916,0.436033618521717,0.370491453081846,0.424257474460243,0.478442534741277,0.616696292965605,0.254642218373581,0.455826967954636,0.52092856731185,0.452468454138378,0.421596483214482,0.436316499696473,0.436033618521717,0.391390570555722,0.554958836428806,0.651137445321859,0.58231105528307,0.420473026588253,0.556899705071175,0.277631736598279,0.651915831084385,0.436033618521717,0.413823454098052,0.417767217376572,0.475842527349039,0.63453786521799,0.254642218373581,0.464410811662674,0.498538701304496,0.478119844054253,0.537842160256449,0.28041070059597,0.436033618521717,0.335612666419911,0.683787168461077,0.661011442557333,0.612030034190267,0.401395192854655,0.549895655986135
0.440901692261009,0.500101384243341,0.390854240111546,0.394233664798722,0.46432961190948,0.439352304853285,0.564834571497691,0.312831699848175,0.437737266357177,0.238542465958937,0.328355316593972,0.136725907076716,0.048790164169432,0.40625425527116,0.466810221520014,0.384337866289872,0.235069036590878,0.47144814505843,0.421150553616939,0.0769610411361283,0.176551468741198,0.688603838181338,0.413797079744876,0.386083662196716,0.395665031783233,0.394179014437423,0.536099523263058,0.424531579017639,0.502122106580606,0.459857472156808,0.322397999623825,0.248894288739033,0.460639136692597,0.438208601744687,0.415696623820933,0.370717509730239,0.402225993530104,0.570203567396704,0.457234009176644
0.573883127292277,0.271171950089216,0.377713720000376,0.407458855198395,0.351410710797841,0.581699481611501,0.254642218373581,0.288893818855286,0.494207390172674,0.284746270491485,0.377817681161058,0.271655642559296,0.271171950089216,0.313772761901267,0.454263339946204,0.526270343681142,0.457437764814054,0.377807530628801,0.531049376491881,1.10194007876078,0.619056667238433,0.271171950089216,0.3776321538802,0.385966209372283,0.31678754455129,0.60382424488541,0.254642218373581,0.321243047714233,0.483818909480166,0.335335034725212,0.50772857213163,0.254650290388559,0.271171950089216,0.287903097605661,0.666212051490951,0.593259126131505,0.530218436583793,0.377451927610595,0.526152312595796
0.557423290484273,0.354811612288841,0.38146908558556,0.385961175881676,0.327657155222537,0.539618370641644,0.405465108108164,0.350012958049774,0.301918153105905,0.348662048203833,0.328843236792079,0.353793155606404,0.354811612288841,0.33938996452351,0.352640090436549,0.323165688538498,0.407840511654258,0.311835441205976,0.402116649369501,0.336472236621213,0.339468708445961,0.354811612288841,0.395209294591428,0.388237167967439,0.334941724497207,0.488815328831783,0.405465108108164,0.348302602767944,0.497487978089801,0.36527525110643,0.346742567976436,0.405218659502807,0.354811612288841,0.35241412405515,0.520027263569934,0.283438542057918,0.457211405413691,0.311835151312582,0.481133744879639
0.482483982929898,0.560124055972146,0.376281805705513,0.37983017844734,0.858115975982093,0.507406143714642,1.74667553491635,0.904393494129181,0.466391241010609,1.03759468357902,1.31582586317922,1.33876160900494,0.904218150639886,1.14170025283171,0.630504215763693,0.806801891381962,0.847600635654193,0.969974996519416,0.550890110770667,1.64480505627139,0.847391168649529,0.964655691019113,0.377622524800673,0.366886052176137,0.914786781626506,0.587489830090443,0.925240217832221,0.829447329044342,0.474124892024619,1.09201373492976,0.999900016447506,1.1065038846523,1.74667553491635,1.05438506731595,0.754891487850384,0.904218150639886,0.611717181787327,1.17880613452699,0.522101262845403
0.441726029831266,0.587786664902119,0.380352763552378,0.371323286674032,0.571276202811725,0.445392077374762,0.587786664902119,0.535778284072876,0.446377401109502,0.56922593435037,0.300321866042397,0.58836367488639,0.587786664902119,0.739760174087752,0.457106939524448,0.601465414292974,0.32949599626082,0.460336491103478,0.447108869550542,0.78845736036427,0.337121864052625,0.587786664902119,0.377601148270946,0.358847236299262,0.511687703967968,0.429487333454117,0.595840587108593,0.513837873935699,0.489416815165818,0.512125913196779,0.281880695291588,0.431532854144614,0.587786664902119,0.475161962988598,0.462943745711085,0.50042432210897,0.381049096401167,0.476769674063211,0.472492072922192
