LR_minmax,KNN_minmax,SVR_sigmoid,SVR_linear,CB_minmax,Ridge_minmax,ET_minmax,XGB_minmax,Lasso_minmax,GB_minmax,SVR_poly,HGB_minmax,DT_minmax,RF_minmax,MLP_minmax,AB_minmax,LGBM_minmax,SVR_rbf,Elastic_minmax,H2 production rate
0.1173988144085379,0.3491895728483024,0.1125227738432661,0.1192358790830803,0.3990168493679078,0.1618961513126882,0.0919781906138829,0.2552492916584015,0.1680101375680163,0.4446633424978612,0.2493428573549522,0.368445056974746,0.102700555922022,0.2580106214730435,0.1729741159594516,0.2786712096966089,0.3055287666258312,0.2203152493175168,0.1233878755381585,0.4317824164255378
0.4140180364422813,0.3966338592569408,0.353052023422554,0.3536717150166031,0.5622655742919896,0.3866780110933412,0.4409738517258045,0.5547826290130615,0.3840907948700485,0.5181890954501552,0.3551720160106665,0.589618789609139,0.6043159668533296,0.3705487398665726,0.4054351377232718,0.4060570049473765,0.2854471677133152,0.3570003295264835,0.4105073190853607,1.0543120297715298
0.4627881170884143,0.2775795931724477,0.4646726408260901,0.4330389622584376,0.2257328482192006,0.4294177415351692,0.3614764409802265,0.1571548283100128,0.4206359053847404,0.1642754449696048,0.2182178495520697,0.1482389976511185,0.4074089574131901,0.3187022416888117,0.4297869160375495,0.1233417179006529,0.2940231243809384,0.2066344505046072,0.4579937092687296,0.7884573603642702
0.4974113088898573,0.4206262994997769,0.3542984079129567,0.3545635088198002,0.4261228703697486,0.4667177734891505,0.3220834991691133,0.4370710849761963,0.4607289530890068,0.4258278933232819,0.3547962799644765,0.4420180132366111,0.4584915197897892,0.2944781258657125,0.4848655425212694,0.5109716402659914,0.3105013696777244,0.354651100994685,0.4931919947289342,0.2776317365982794
0.4904034911213608,0.4096333048678107,0.3542984079129567,0.3545635088198002,0.4147371763553086,0.4599964357317665,0.2718843570421048,0.4258110225200653,0.4537211353205204,0.418001146002451,0.3547962799644765,0.4303266326972023,0.4518957230106094,0.2778686879070209,0.4792477594518938,0.467281343778025,0.3083736934368649,0.354651100994685,0.4861927496649856,0.3435897043900768
0.5006806967074355,0.4257549092775692,0.377368345197012,0.3777874740742875,0.4300149923565112,0.4698535085364623,0.3220834991691133,0.4420387744903564,0.4639983409065844,0.4307322296446353,0.361677352113438,0.4445765536968077,0.4615686856564646,0.3126427962840762,0.4874321024915755,0.4857428401644926,0.3114940038010959,0.3564417447127846,0.4964573831142687,0.2468600779315258
0.4926884548964196,0.4132176724046379,0.3542984079129567,0.3545635088198002,0.4198243987206582,0.4621879900505115,0.2718843570421048,0.4313307702541351,0.4560060990955707,0.4209297010340349,0.3547962799644765,0.4354072176259899,0.4540463435327059,0.2902896421754457,0.4811028196589764,0.4765974795713902,0.309067441511058,0.354651100994685,0.4884749182304597,0.3220834991691133
0.5362212479507191,0.1133289204731243,0.4879418408282574,0.475962752264722,0.1420466280211899,0.4976526261977239,0.4536084465667318,0.1923595368862152,0.4894744777295576,0.1230400388205387,0.2136746674458453,0.1944161037634518,0.1133286853070031,0.4067716342085747,0.5181429103719232,0.4032379329334742,0.3143925949810974,0.2508138853519969,0.5308537208484383,0.1570037488096647
0.4415007015662073,0.338676306536415,0.4781959281218837,0.4460823684534771,0.6384833678292976,0.3969955719387092,0.6141267938165756,0.9433343410491944,0.3920023684946869,0.925107547970222,0.211099867598155,0.623032540027116,1.0543120297715298,0.7846139741911308,0.3971770117680987,0.7430472230985338,0.2999631675380853,0.2289885366212383,0.4357102043863108,0.6043159668533296
0.4998538698070455,0.42445788587056,0.3773683451969774,0.3777874740742306,0.4293546586023317,0.4690604823693793,0.3220834991691133,0.4403056502342224,0.4631715140061732,0.4334919561307709,0.361677352113438,0.4473424029245432,0.4607904716122591,0.3237557369267846,0.4867869276825731,0.498148527369715,0.3112429668225588,0.3564417447127846,0.4956315676625658,0.2546422183735807
