LR_minmax_corr_stk,KNN_minmax_corr_stk,SVR_sigmoid_corr_stk,SVR_linear_corr_stk,CB_minmax_corr_stk,Ridge_minmax_corr_stk,ET_minmax_corr_stk,XGB_minmax_corr_stk,Lasso_minmax_corr_stk,GB_minmax_corr_stk,SVR_poly_corr_stk,HGB_minmax_corr_stk,DT_minmax_corr_stk,RF_minmax_corr_stk,MLP_minmax_corr_stk,AB_minmax_corr_stk,LGBM_minmax_corr_stk,SVR_rbf_corr_stk,Elastic_minmax_corr_stk,LR_minmax_stk,KNN_minmax_stk,SVR_sigmoid_stk,SVR_linear_stk,CB_minmax_stk,Ridge_minmax_stk,ET_minmax_stk,XGB_minmax_stk,Lasso_minmax_stk,GB_minmax_stk,SVR_poly_stk,HGB_minmax_stk,DT_minmax_stk,RF_minmax_stk,MLP_minmax_stk,AB_minmax_stk,LGBM_minmax_stk,SVR_rbf_stk,Elastic_minmax_stk,Current density
4.007906533084155,4.568382717434716,4.350519358356548,4.351980185614187,4.019749014719759,4.098957129435564,3.761187757254362,4.160628795623779,4.3930835015366645,4.00042451110322,4.201518238744314,3.834253268620568,3.044522437723423,3.522299317410716,4.443833551663715,3.926974237195213,4.608559886707625,4.437392628688381,4.104198398446407,3.7848652612754217,4.136612898336924,4.365418538243482,4.36545915522564,4.019340213852191,3.888622250322092,3.590713642536832,3.443633794784546,3.971950592129729,3.463554542164903,4.152749988560387,4.011656565630913,3.342305863833964,3.583493293456798,3.860335672243461,3.3020498243012524,4.560196022994597,3.747886911980295,3.9250025982374326,2.3978952727983707
4.505281214588063,4.978466764120877,4.614247227886932,4.601084364461002,4.94934843127992,4.472463920771781,4.978466764120877,4.773298740386963,4.393372189967541,4.96202707401975,4.490950812639712,4.978466473942862,4.978466764120877,4.296022696089987,4.591936304882228,4.867809833384565,4.632666995034994,4.937313085171571,4.475638154724877,4.648400118245568,4.978466764120877,4.637516103691851,4.636696937027468,4.886432347289752,4.571155566656506,4.978466764120877,4.802626132965088,4.566257083499133,4.8052640888262985,4.438776509693394,4.9198486973203295,4.912654885736052,4.882465711116918,4.705377450559589,4.756057168260681,4.57229131663245,4.732824268213004,4.56755880291496,5.272999558563747
4.595803452784495,4.734934240372551,4.6654433608950985,4.653715810126656,4.736387041397471,4.555614096204087,4.708514642609216,4.785371780395508,4.397089139572666,4.735486631238262,4.622860918551005,4.734930077365502,4.734934240372552,4.774578096625483,4.667216704523743,4.792694928753322,4.642725479934966,4.65344431745049,4.553970814744243,4.723184230552968,4.474884982591089,4.718646589149196,4.717639235588598,4.810720811017886,4.628154979824932,4.5214130027455575,4.635269641876221,4.613115409550065,4.835924978460511,4.529052666833565,4.776973521693858,4.493473394703381,4.711728434071956,4.530884009416287,4.696803136381992,4.582687115256257,4.584593414331448,4.620401483329214,5.087596335232384
4.793729147123711,4.699876632136172,4.978978632851792,4.976784439435473,5.620132753414883,4.8451968541665735,4.948759890378168,5.427438259124756,4.379839131414438,5.605807390033244,5.21172282361667,5.776626708875911,5.746203190540153,5.512094261106764,5.3650335600781975,4.929972334757975,4.5217215008136025,3.808378656091124,4.738102201074748,4.695098794681432,4.201517003849796,4.308834434704977,4.276320546136144,5.127112462477955,4.347975262183908,5.305509707548892,5.654115676879883,4.3115314055427945,5.464705043615221,5.490945779334528,5.243652787000309,5.746203190540153,4.98647515166449,6.567742372833949,4.926954322339343,4.37801039311698,5.5862871672260885,4.329995133383461,5.948034989180646
4.514248841936653,5.154976080488687,4.614247227886932,4.601084364461002,5.125312940235871,4.480929953189501,5.154976080488687,4.804120063781738,4.400449480448102,5.137334143239714,4.490950812639713,5.1549835550334935,5.154976080488687,4.849969821711862,4.599861733715952,4.580209041296295,4.6518193444111775,5.136822486284137,4.484240384887002,4.659013265006337,5.154976080488687,4.637516103691851,4.636696937027466,4.885368490877468,4.580841646127342,5.154976080488687,4.864182949066162,4.575957556221752,4.858757815194153,4.438776509693394,5.027096579923091,4.912654885736052,5.085972348194539,4.767449128868232,4.722260408822001,4.593323163967988,4.732903671175947,4.576883222192118,4.919980925828125
4.454754945226768,3.460829092075564,4.574852661118098,4.578519130313598,3.490334346241225,4.427297486322252,3.460829092075564,4.081718444824219,4.430240568631576,3.473939850893077,4.415908784717205,3.460828956798134,3.460829092075564,3.947213036659751,4.574463786170294,4.487806359828332,3.420365068992438,3.563503583899772,4.435581998897206,4.448267727839574,3.6635616461296463,4.59665984332033,4.594092770428242,3.756767081856567,4.408983465231094,3.595984128111619,3.684218883514404,4.429441473363153,3.627610276306542,4.308707588704768,3.661778000180637,3.460829092075564,3.927282246001373,4.17157951158423,4.102203810103211,3.4157488886734555,4.355769726342512,4.414755357102463,3.4339872044851463
0.9232005979779964,3.3836791141996363,3.4985469736836547,3.582697913311052,4.257644845887124,2.4361468297818862,3.971794489792514,3.630812406539917,4.154012618367111,4.144515905878586,4.076961559565442,3.539842038208354,2.079441541679836,3.20777284285421,3.8040624224956687,3.682646137477633,4.6636989046825095,3.943674997105069,2.2906553940087915,1.6187892578063678,3.3772463494277534,3.5685150636630256,3.6060722137681176,4.387360442288808,2.7078619526578973,4.593827063702872,4.464003562927246,2.017268380343088,3.615131680400885,4.12727925717472,4.095313488801919,4.916317905782089,3.778704382415892,2.5955124623744505,3.345270429661128,4.587564494052207,3.5502539519994296,2.590822434227358,3.9318256327243257
4.335931721037138,4.674891049898664,4.452495001512916,4.452591133834878,4.657378991336875,4.313984045095261,4.342127279669984,4.658316135406494,4.400596352338128,4.799373254683102,4.304398101411621,4.435837303883979,4.804021044733257,4.7174126098373295,4.536872333169149,4.507027402887099,4.439551138452609,4.039799665297236,4.325575413262793,4.385837570676087,4.856655429383958,4.453469686721455,4.4541080312153625,4.707455391173531,4.370730936075459,4.515654823879749,5.029476165771484,4.39179531669795,4.784362560124083,4.263538697751556,4.831736852959433,4.919980925828125,4.792194154611753,4.529680081431261,4.694675582340658,4.297275929669207,4.604537541627462,4.376890184642303,4.912654885736052
4.614097294223152,4.78795389551259,4.778968737861119,4.775895230872906,4.790456518166702,4.572405198660085,4.861701745341183,4.825364589691162,4.405592611419407,4.788530971926849,4.653584907931364,4.787953533025063,4.787953895512591,4.777291134488116,4.676323927552176,4.738034043013682,4.665737214659353,4.853765440965629,4.571195466178898,4.779198424183805,4.454347296253507,4.758116953446248,4.751123752380186,4.937222109064228,4.676654585740859,4.507118049501748,4.888061046600342,4.659373244151334,4.883772052117257,4.585253253698919,4.98956478814512,4.51085950651685,4.710363239687508,4.788984396252381,4.78089812892971,4.608945641068115,4.780598883009489,4.667212244439991,4.663439094112067
3.928233358571146,4.736198448394496,4.351609147138913,4.351794553093138,4.643619878176864,4.028376538940902,4.786240177672987,3.947196483612061,4.344990298077867,4.705162070657391,4.197226627615782,4.730157100736328,4.736198448394496,3.437801119448341,4.401304720172293,4.236417858907143,4.486136188494135,4.636237662758546,4.032041366790828,4.175515846461658,4.845542310210784,4.3871756183947,4.3908926171857,3.596821533549907,4.201147703624444,4.366280293320712,3.273201704025269,4.175772730458536,4.028803710482224,4.155543263432744,3.776660139193431,4.945201156493736,4.046178434229449,4.688776669849258,3.5001052966734774,4.547131487917579,4.805386221476573,4.197889121356571,4.219507705176107
