LR_minmax_stk,KNN_minmax_stk,SVR_sigmoid_stk,SVR_linear_stk,CB_minmax_stk,Ridge_minmax_stk,ET_minmax_stk,XGB_minmax_stk,Lasso_minmax_stk,GB_minmax_stk,SVR_poly_stk,HGB_minmax_stk,DT_minmax_stk,RF_minmax_stk,MLP_minmax_stk,AB_minmax_stk,LGBM_minmax_stk,SVR_rbf_stk,Elastic_minmax_stk,Current density,LR_minmax_corr_stk,KNN_minmax_corr_stk,SVR_sigmoid_corr_stk,SVR_linear_corr_stk,CB_minmax_corr_stk,Ridge_minmax_corr_stk,ET_minmax_corr_stk,XGB_minmax_corr_stk,Lasso_minmax_corr_stk,GB_minmax_corr_stk,SVR_poly_corr_stk,HGB_minmax_corr_stk,DT_minmax_corr_stk,RF_minmax_corr_stk,MLP_minmax_corr_stk,AB_minmax_corr_stk,LGBM_minmax_corr_stk,SVR_rbf_corr_stk,Elastic_minmax_corr_stk,LR_minmax_fi_stk,KNN_minmax_fi_stk,SVR_sigmoid_fi_stk,SVR_linear_fi_stk,CB_minmax_fi_stk,Ridge_minmax_fi_stk,ET_minmax_fi_stk,XGB_minmax_fi_stk,Lasso_minmax_fi_stk,GB_minmax_fi_stk,SVR_poly_fi_stk,HGB_minmax_fi_stk,DT_minmax_fi_stk,RF_minmax_fi_stk,MLP_minmax_fi_stk,AB_minmax_fi_stk,LGBM_minmax_fi_stk,SVR_rbf_fi_stk,Elastic_minmax_fi_stk
2.7534693784386928,3.6576426928304864,2.720299602113588,2.76949385720388,3.890838079171952,3.0466866921350024,3.252572972419929,3.2851226329803467,2.770964335616763,3.221340839094554,3.9315198432660456,3.0362027796935207,2.6390573296152584,3.3786893734930388,2.281847400446621,2.8409785175481272,4.182652488831551,3.692896601699353,2.789335331969858,3.295836866004329,2.6390573296152624,2.6390573296152584,2.739364529644603,2.739337991704609,2.9565914141432104,2.6638243324700026,2.6390573296152584,2.5995657444000244,2.642171846929113,2.9799974458004623,2.7390951582340834,2.674719747798958,3.346041871253314,3.494914082050838,2.641734023762763,3.204644962925703,4.182652488831551,2.738839278547113,2.6453744288391867,2.735144757769252,4.020879318402964,2.767165727387364,2.8268101752996,3.670200408705175,3.3000097461065447,2.6390573296152584,3.2851226329803467,2.737767372566776,3.221340839094554,3.919412358035202,3.0362027796935207,3.346041871253314,3.769975111358033,3.344013891544805,2.6390573296152584,4.182652488831551,3.7342221719786672,3.094537458774102
4.5854563940906194,4.848329574103436,4.653231334229391,4.610684722017763,4.846281805949952,4.391245663742719,4.861701745341183,4.808561325073242,4.54630340868,4.817178561043977,4.888460348487794,4.857058788402149,4.861701745341183,4.84089595701613,4.522555993657454,4.923794316296767,4.145281191795103,4.869529140586626,4.517784423428676,4.454347296253507,4.668272636682817,4.623168528277936,4.410848224383301,4.63969270484459,4.640045054857304,4.628264158695031,4.756451439003495,4.612228870391846,4.663779746772843,4.593786136168196,4.686622757402223,4.750219865715769,4.7535901911063645,4.688982247988328,4.578751574317042,4.587000536474094,4.145281191795103,4.853624550620879,4.658228038430617,4.435203369799594,4.848329574103436,4.653508021540453,4.611282811697256,4.843053773730028,4.383137217865019,4.861701745341183,4.808561325073242,4.435110647453136,4.817178561043977,4.8697969501488,4.857058788402149,4.969813299576001,4.835653775376069,4.918639512066489,4.897620588237213,4.145281191795103,4.869578899137536,4.410622728863998
3.964786383586495,4.649857421548184,4.011342263138996,4.044260727027811,3.577949352057209,4.053041871365149,4.6118830296094,3.594060182571411,3.9773489104719424,3.144655458453544,4.1255083826006,3.256876744874947,4.629993655932799,3.933165363106792,3.9619838171631936,3.346737625239684,4.13195256263979,4.197972827396399,3.978718456099395,4.867534450455582,4.033921993689041,4.425846718117946,5.047824932524453,4.166011505113256,3.615670624466789,4.067822645685092,4.776911620674548,3.5270698070526123,4.037336371766635,3.590868222388409,3.62326932245729,3.448060506457283,3.2769667020129054,4.012304966646392,3.928899879912729,3.323016814839845,4.13195256263979,4.675349121765258,4.042334351913722,3.990414591888555,4.693857432028125,4.025591183376643,4.078390406461519,3.133743168490445,4.038198451132497,4.0994288749160805,3.594060182571411,3.991003385633286,3.144655458453544,4.5407473518309445,3.256876744874947,3.2769667020129054,3.781025353895499,4.225027394026855,3.313742489580078,4.13195256263979,4.015138131682712,4.0320103819608
3.0912842423347087,4.532599493153255,2.2317589379905627,2.6788718787408072,4.325007372320577,3.1279434295191364,4.532599493153255,4.292994499206543,3.0234472750921086,4.439058868038198,4.432813584630555,4.521548141571556,4.532599493153255,4.089160516606476,3.097340946376,4.532599493153255,4.136473424973026,4.432571098623354,3.0183249568852526,4.727387818712341,3.076009868458483,4.532599493153255,4.632827622676508,2.5476163109272405,4.221320590516487,3.0404489587193866,4.014407226346326,4.299870014190674,3.070217927130168,4.409910522496551,4.433099320669633,4.531421126221384,4.532599493153255,4.085249480801269,4.537246548509817,4.438944947094539,4.136473424973026,4.43265220134489,3.066258915325456,2.9262635987044527,4.532599493153255,2.3361373483333265,2.7309630367924207,4.374062355177704,3.13454867519752,4.532599493153255,4.292994499206543,2.9273501692821147,4.439058868038198,4.432967918805236,4.521548141571556,4.532599493153255,4.110863256327239,4.521554425658718,4.532599493153255,4.136473424973026,4.432582569153835,3.040601327161712
4.44814046724474,4.163046942507398,4.855219526789688,4.852816502805291,4.456890356484696,4.571189704343232,4.341584109009502,4.435123443603516,4.495315816392907,4.466636654273477,4.492748434938919,4.338388275223212,4.343805421853684,4.1801607961632445,4.54291338641874,4.39410839285371,4.152385727051766,4.25880719205717,4.531653266812095,4.23410650459726,4.373471568731207,4.836281906951478,4.373588307560272,4.715348776683472,4.639211783529387,4.4056866220712685,4.457409340058214,4.678774356842041,4.376992881538046,4.681334036814108,4.736488101444649,4.747779718182084,4.736198448394496,4.558967388004842,4.432984540897329,4.478124887940266,4.152385727051766,4.602845395491876,4.381590764326694,4.651720367311074,4.209748991895907,4.853398408507888,4.722885490141471,4.330063047690157,4.559863550242596,4.3465317996527775,4.435123443603516,4.650752277380165,4.466636654273477,4.328105114101248,4.338388275223212,4.804021044733257,4.168959586487234,4.036860900401392,4.394108392853709,4.152385727051766,4.229350526743293,4.577791270879568
4.400452617061692,4.719463073272813,4.420169841919664,4.352779454836649,4.587673578936174,4.246077923072064,4.669674560996974,4.599757194519043,4.361693378929128,4.6810105285069,4.675486991913674,4.599580911736965,4.7535901911063645,4.639964451680835,4.428792181999339,4.679480026453467,4.124853795574557,4.621891900232126,4.3398386731422605,5.087596335232384,4.5285203285601945,4.614140856722536,5.088199972863492,4.460720337293394,4.58616050059362,4.492865480482289,4.7535901911063645,4.447646141052246,4.524047743885275,4.367597643525358,4.380325201814524,4.867978187580763,4.7535901911063645,4.627838642898324,4.583988493748377,4.3214616111793305,4.124853795574557,4.283881307168231,4.5193878955508975,4.267342445179033,4.769533118533451,4.416997876579721,4.383761134619503,4.564285720694217,4.239932554751624,4.552787563473204,4.599757194519043,4.267335133314007,4.6810105285069,4.640934857767489,4.599580911736965,4.7535901911063645,4.763024597084934,4.615929824697221,4.657001938738629,4.124853795574557,4.659559210507544,4.256340868728507
4.486022965165421,4.672152573363181,4.554380976184271,4.477166895594943,4.742822131132636,4.318603406251383,4.632224848811607,4.675281047821045,4.446869979754895,4.647604560287059,4.853396038743965,4.708250654903663,4.632224848811607,4.690428926651662,4.578274093406204,4.67373277683018,4.1225486724607405,4.759614473313797,4.424899916320395,5.159055299214529,4.611906292795912,4.5057171944510985,4.427830269149477,4.594276519785019,4.541200840006324,4.576287382799254,4.7535901911063645,4.511524200439453,4.607411849394637,4.480845549067155,4.653857429071329,4.720174588584934,4.7535901911063645,4.603145221851632,4.516150812845229,4.50094016883956,4.1225486724607405,4.662517142896188,4.602780518105369,4.3538388425087335,4.672152573363181,4.554210064726757,4.496908558673152,4.685649206907767,4.311704581845803,4.632224848811607,4.675281047821045,4.353746018733699,4.647604560287059,4.807698609067288,4.708250654903663,4.7535901911063645,4.693868218839127,4.796848640786486,4.67373277683018,4.1225486724607405,4.772248739061185,4.333478215737989
4.451829431332201,4.668310203745464,4.75818179165896,4.754165959273768,3.9442832116744113,4.510274167996712,4.302305008161653,3.91649866104126,4.479003228809972,4.044098806700803,4.605178029671035,3.9896212102154,4.820151475842367,4.297530942476871,4.555977682342412,4.42489379479546,4.152856657581944,4.720866870706502,4.496350432991355,4.219507705176107,4.403267259939286,3.526360524616161,4.199664449279001,4.757740836036114,3.8909124100679615,4.435524755307192,4.246629733809383,3.5267672538757324,4.406804950386484,3.607554425719135,4.835843548055852,3.543874545222383,3.526360524616161,3.924764470251816,4.35161445371838,3.526360524616161,4.152856657581944,3.626555113212722,4.411403958834534,4.565766941229461,4.691434955097526,4.758080945087837,4.637625336182712,4.030013818618896,4.495086743725183,3.951972291996667,3.91649866104126,4.565437236175744,4.044098806700803,4.747878662869392,3.9896212102154,4.820151475842367,4.470009848987957,4.691474949269144,4.42838286979164,4.152856657581944,4.705669956045551,4.52272615876928
4.577482591013272,4.8342015215376,4.653231334229419,4.554383299427971,4.8616867829305095,4.385420308401067,4.861701745341183,4.799506664276123,4.538329605602685,4.801196362154322,4.8884603484877935,4.780090668953873,4.861701745341183,4.839749104571805,4.511286580365022,4.799439982589598,4.143458212575605,4.869529140586626,4.510336003734794,4.51085950651685,4.663752485550533,4.6137498265673775,4.379405574921893,4.63969270484459,4.632954200526764,4.624096017456544,4.756451439003495,4.604030609130859,4.659259853280723,4.583907914452249,4.686622757402223,4.741429120744764,4.7535901911063645,4.703834677836413,4.581528604440192,4.566604144246809,4.143458212575605,4.853639483035787,4.653781569944329,4.428678554904747,4.834201521537601,4.653334159524267,4.554070524009299,4.808913781527816,4.377408864945198,4.861701745341183,4.799506664276123,4.42858582442449,4.801196362154322,4.869796950148828,4.780090668953873,4.969813299576001,4.841299491760258,4.9304098370253815,4.737604465410036,4.143458212575605,4.869578899137533,4.404436326938487
3.175381919539833,4.727387818712341,2.2317589379905343,2.678871878740811,4.522685111962087,3.186306548917858,4.727387818712341,4.471760749816895,3.107544952297232,4.602684109349586,4.627108787101655,4.711382156713475,4.727387818712341,4.363620713512892,3.146789317094189,4.443285859771666,4.142756923552482,4.626996508568358,3.096453146606706,4.532599493153255,3.145141096963844,4.727387818712341,4.827619932987622,2.547466598926602,4.3754086664496485,3.106285796255081,4.144266110052382,4.473183155059815,3.139352571203414,4.566804852871259,4.62745537810771,4.724674471861035,4.727387818712341,4.216419244327105,4.728489057599371,4.685897536986716,4.142756923552482,4.6276901822867895,3.134698274621503,2.994374308045627,4.727387818712341,2.33613734833333,2.7308998693895603,4.567810644973213,3.1918731331162515,4.727387818712341,4.471760749816895,2.99456323785145,4.602684109349585,4.627042563848375,4.711382156713475,4.727387818712341,4.313434704119882,4.729046301590332,4.679150247051879,4.142756923552482,4.62736614134914,3.093242429300205
